time,node,metric,unit,n,min,mean,p95,max
2026-09-03T02:36:00Z,gpu-nodes-1,lustre_client_read,GB/s,57,0.0,0.0168445,0.103718,0.405592
2026-09-03T02:36:00Z,gpu-nodes-1,lustre_client_write,GB/s,57,5.31477e-05,0.000424301,0.000816278,0.00161988
2026-09-03T02:36:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,360,0.0,0.000878273,0.000918466,0.038599
2026-09-03T02:36:00Z,gpu-nodes-1,shared_storage_available,TiB,46,1.33141,1.33145,1.33148,1.33149
2026-09-03T02:36:00Z,gpu-nodes-2,gpu_hbm_used,GiB,376,0.717468,1.73076,5.20831,5.22784
2026-09-03T02:36:00Z,gpu-nodes-2,gpu_power,W,376,187.977,215.853,250.725,251.379
2026-09-03T02:36:00Z,gpu-nodes-2,gpu_utilization,%,376,0,0.0398936,0.0,4
2026-09-03T02:36:00Z,gpu-nodes-2,host_cpu_busy,%,46,0.610496,1.93523,4.56368,4.64541
2026-09-03T02:36:00Z,gpu-nodes-2,host_memory_available,GiB,47,2960.14,2965.03,2968.55,2968.56
2026-09-03T02:36:00Z,gpu-nodes-2,ib_rail_rx,GB/s,368,0.0,0.000107352,0.0,0.00494156
2026-09-03T02:36:00Z,gpu-nodes-2,ib_rail_tx,GB/s,368,0.0,0.000107351,0.0,0.00494153
2026-09-03T02:36:00Z,gpu-nodes-2,lustre_client_read,GB/s,55,0.0,0.0173653,0.0776163,0.470235
2026-09-03T02:36:00Z,gpu-nodes-2,lustre_client_write,GB/s,55,2.99465e-05,0.000417427,0.000829241,0.00194076
2026-09-03T02:36:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,368,0.0,0.000859162,0.0,0.0386043
2026-09-03T02:36:00Z,gpu-nodes-2,shared_storage_available,TiB,47,1.33141,1.33145,1.33148,1.33149
2026-09-03T02:36:00Z,gpu-nodes-3,gpu_hbm_used,GiB,360,0.717468,1.73698,5.16925,5.18878
2026-09-03T02:36:00Z,gpu-nodes-3,gpu_power,W,360,193.801,222.352,259.212,259.863
2026-09-03T02:36:00Z,gpu-nodes-3,gpu_utilization,%,360,0,1.73889,1.0,100
2026-09-03T02:36:00Z,gpu-nodes-3,host_cpu_busy,%,44,0.601845,1.93265,4.0133,4.40102
2026-09-03T02:36:00Z,gpu-nodes-3,host_memory_available,GiB,45,2954.05,2958.89,2962.63,2962.63
2026-09-03T02:36:00Z,gpu-nodes-3,ib_rail_rx,GB/s,352,0.0,0.000108878,5.76078e-07,0.00464816
2026-09-03T02:36:00Z,gpu-nodes-3,ib_rail_tx,GB/s,352,0.0,0.000108879,5.76078e-07,0.00464816
2026-09-03T02:36:00Z,gpu-nodes-3,lustre_client_read,GB/s,54,0.0,0.0177098,0.0963263,0.468225
2026-09-03T02:36:00Z,gpu-nodes-3,lustre_client_write,GB/s,54,3.7569e-05,0.000420519,0.00100461,0.00139197
2026-09-03T02:36:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,352,0.0,0.00089819,0.00091985,0.0365931
2026-09-03T02:36:00Z,gpu-nodes-3,shared_storage_available,TiB,45,1.33141,1.33145,1.33148,1.33149
2026-09-03T02:37:00Z,gpu-nodes-0,gpu_hbm_used,GiB,472,0.717468,0.720283,0.721008,0.721008
2026-09-03T02:37:00Z,gpu-nodes-0,gpu_power,W,472,186.525,191.701,195.486,199.31
2026-09-03T02:37:00Z,gpu-nodes-0,gpu_utilization,%,472,0,0,0.0,0
2026-09-03T02:37:00Z,gpu-nodes-0,host_cpu_busy,%,59,0.761561,1.63044,3.01323,5.24361
2026-09-03T02:37:00Z,gpu-nodes-0,host_memory_available,GiB,59,2941.57,2942.94,2945.46,2947.23
2026-09-03T02:37:00Z,gpu-nodes-0,ib_rail_rx,GB/s,472,0.0,1.95084e-08,0.0,5.76125e-07
2026-09-03T02:37:00Z,gpu-nodes-0,ib_rail_tx,GB/s,472,0.0,1.95084e-08,0.0,5.76125e-07
2026-09-03T02:37:00Z,gpu-nodes-0,lustre_client_read,GB/s,60,3.71902e-07,0.0486498,0.148645,0.402907
2026-09-03T02:37:00Z,gpu-nodes-0,lustre_client_write,GB/s,60,5.75138e-05,0.000419128,0.000430828,0.000792554
2026-09-03T02:37:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,472,0.0,0.0,0.0,0.0
2026-09-03T02:37:00Z,gpu-nodes-0,shared_storage_available,TiB,59,1.33132,1.33136,1.3314,1.33141
2026-09-03T02:37:00Z,gpu-nodes-1,gpu_hbm_used,GiB,480,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:37:00Z,gpu-nodes-1,gpu_power,W,480,183.714,189.478,196.306,240.506
2026-09-03T02:37:00Z,gpu-nodes-1,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:37:00Z,gpu-nodes-1,host_cpu_busy,%,60,0.494348,0.740628,1.12928,1.43266
2026-09-03T02:37:00Z,gpu-nodes-1,host_memory_available,GiB,60,2919.33,2919.39,2919.55,2919.68
2026-09-03T02:37:00Z,gpu-nodes-1,ib_rail_rx,GB/s,480,0.0,1.91955e-08,0.0,5.76657e-07
2026-09-03T02:37:00Z,gpu-nodes-1,ib_rail_tx,GB/s,480,0.0,1.91955e-08,0.0,5.76657e-07
2026-09-03T02:37:00Z,gpu-nodes-1,lustre_client_read,GB/s,60,3.69927e-07,0.00395675,0.0253704,0.101576
2026-09-03T02:37:00Z,gpu-nodes-1,lustre_client_write,GB/s,60,5.74041e-05,0.000418656,0.000424917,0.000792226
2026-09-03T02:37:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:37:00Z,gpu-nodes-1,shared_storage_available,TiB,60,1.33132,1.33136,1.3314,1.33141
2026-09-03T02:37:00Z,gpu-nodes-2,gpu_hbm_used,GiB,480,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:37:00Z,gpu-nodes-2,gpu_power,W,480,187.964,192.737,197.628,224.344
2026-09-03T02:37:00Z,gpu-nodes-2,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:37:00Z,gpu-nodes-2,host_cpu_busy,%,60,0.551521,0.740832,1.04715,1.46503
2026-09-03T02:37:00Z,gpu-nodes-2,host_memory_available,GiB,60,2968.15,2968.22,2968.42,2968.54
2026-09-03T02:37:00Z,gpu-nodes-2,ib_rail_rx,GB/s,480,0.0,1.91976e-08,0.0,5.76581e-07
2026-09-03T02:37:00Z,gpu-nodes-2,ib_rail_tx,GB/s,480,0.0,1.91976e-08,0.0,5.76581e-07
2026-09-03T02:37:00Z,gpu-nodes-2,lustre_client_read,GB/s,60,3.68939e-07,0.00394554,0.00455008,0.149278
2026-09-03T02:37:00Z,gpu-nodes-2,lustre_client_write,GB/s,60,3.22275e-05,0.000396764,0.00039684,0.000761344
2026-09-03T02:37:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:37:00Z,gpu-nodes-2,shared_storage_available,TiB,60,1.33132,1.33137,1.3314,1.33141
2026-09-03T02:37:00Z,gpu-nodes-3,gpu_hbm_used,GiB,480,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:37:00Z,gpu-nodes-3,gpu_power,W,480,193.813,196.552,199.429,241.621
2026-09-03T02:37:00Z,gpu-nodes-3,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:37:00Z,gpu-nodes-3,host_cpu_busy,%,60,0.521757,0.754334,1.19783,2.06702
2026-09-03T02:37:00Z,gpu-nodes-3,host_memory_available,GiB,60,2962.05,2962.2,2962.41,2962.42
2026-09-03T02:37:00Z,gpu-nodes-3,ib_rail_rx,GB/s,480,0.0,1.63779e-08,0.0,5.76374e-07
2026-09-03T02:37:00Z,gpu-nodes-3,ib_rail_tx,GB/s,480,0.0,1.63779e-08,0.0,5.76374e-07
2026-09-03T02:37:00Z,gpu-nodes-3,lustre_client_read,GB/s,60,3.69957e-07,0.00394548,0.00402727,0.111319
2026-09-03T02:37:00Z,gpu-nodes-3,lustre_client_write,GB/s,60,4.04253e-05,0.000401463,0.000773719,0.000774924
2026-09-03T02:37:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:37:00Z,gpu-nodes-3,shared_storage_available,TiB,60,1.33132,1.33136,1.3314,1.33141
2026-09-03T02:38:00Z,gpu-nodes-0,gpu_hbm_used,GiB,472,0.721008,0.721059,0.721069,0.721069
2026-09-03T02:38:00Z,gpu-nodes-0,gpu_power,W,472,186.462,191.467,195.351,195.429
2026-09-03T02:38:00Z,gpu-nodes-0,gpu_utilization,%,472,0,0,0.0,0
2026-09-03T02:38:00Z,gpu-nodes-0,host_cpu_busy,%,59,0.655895,1.56964,2.9368,3.27095
2026-09-03T02:38:00Z,gpu-nodes-0,host_memory_available,GiB,59,2939.07,2940.26,2941.52,2941.58
2026-09-03T02:38:00Z,gpu-nodes-0,ib_rail_rx,GB/s,472,0.0,1.14789e-07,8.63853e-07,2.02008e-06
2026-09-03T02:38:00Z,gpu-nodes-0,ib_rail_tx,GB/s,472,0.0,1.12281e-07,8.63853e-07,2.02008e-06
2026-09-03T02:38:00Z,gpu-nodes-0,lustre_client_read,GB/s,60,0.000180376,0.0263212,0.0975692,0.151855
2026-09-03T02:38:00Z,gpu-nodes-0,lustre_client_write,GB/s,60,5.75172e-05,0.00112625,0.000800942,0.0404236
2026-09-03T02:38:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,472,0.0,0.0,0.0,0.0
2026-09-03T02:38:00Z,gpu-nodes-0,shared_storage_available,TiB,59,1.33119,1.33125,1.33131,1.33132
2026-09-03T02:38:00Z,gpu-nodes-1,gpu_hbm_used,GiB,480,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:38:00Z,gpu-nodes-1,gpu_power,W,480,183.683,189.012,196.098,196.208
2026-09-03T02:38:00Z,gpu-nodes-1,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:38:00Z,gpu-nodes-1,host_cpu_busy,%,60,0.530918,0.781596,1.22782,2.22903
2026-09-03T02:38:00Z,gpu-nodes-1,host_memory_available,GiB,60,2918.68,2919.14,2919.37,2919.38
2026-09-03T02:38:00Z,gpu-nodes-1,ib_rail_rx,GB/s,480,0.0,1.14962e-07,5.76186e-07,2.59492e-06
2026-09-03T02:38:00Z,gpu-nodes-1,ib_rail_tx,GB/s,480,0.0,1.13112e-07,5.76186e-07,2.59492e-06
2026-09-03T02:38:00Z,gpu-nodes-1,lustre_client_read,GB/s,60,3.71959e-07,0.00143128,0.00179104,0.033963
2026-09-03T02:38:00Z,gpu-nodes-1,lustre_client_write,GB/s,60,5.70528e-05,0.000424798,0.000424891,0.00079235
2026-09-03T02:38:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:38:00Z,gpu-nodes-1,shared_storage_available,TiB,60,1.33119,1.33125,1.33131,1.33132
2026-09-03T02:38:00Z,gpu-nodes-2,gpu_hbm_used,GiB,480,0.717468,0.717508,0.717529,0.721008
2026-09-03T02:38:00Z,gpu-nodes-2,gpu_power,W,480,187.951,192.436,197.426,197.493
2026-09-03T02:38:00Z,gpu-nodes-2,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:38:00Z,gpu-nodes-2,host_cpu_busy,%,60,0.578781,0.837602,1.57585,2.48043
2026-09-03T02:38:00Z,gpu-nodes-2,host_memory_available,GiB,60,2967.42,2967.94,2968.18,2968.19
2026-09-03T02:38:00Z,gpu-nodes-2,ib_rail_rx,GB/s,480,0.0,1.14654e-07,8.78497e-07,2.01655e-06
2026-09-03T02:38:00Z,gpu-nodes-2,ib_rail_tx,GB/s,480,0.0,1.12187e-07,8.78497e-07,2.01655e-06
2026-09-03T02:38:00Z,gpu-nodes-2,lustre_client_read,GB/s,60,3.69944e-07,0.00473818,0.018165,0.152708
2026-09-03T02:38:00Z,gpu-nodes-2,lustre_client_write,GB/s,60,3.22272e-05,0.000390689,0.000396849,0.000761424
2026-09-03T02:38:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:38:00Z,gpu-nodes-2,shared_storage_available,TiB,60,1.33119,1.33126,1.33131,1.33132
2026-09-03T02:38:00Z,gpu-nodes-3,gpu_hbm_used,GiB,472,0.717468,0.717503,0.717496,0.721008
2026-09-03T02:38:00Z,gpu-nodes-3,gpu_power,W,472,193.788,196.074,199.275,201.427
2026-09-03T02:38:00Z,gpu-nodes-3,gpu_utilization,%,472,0,0,0.0,0
2026-09-03T02:38:00Z,gpu-nodes-3,host_cpu_busy,%,59,0.570379,0.81808,1.25212,2.55076
2026-09-03T02:38:00Z,gpu-nodes-3,host_memory_available,GiB,59,2961.68,2962.21,2962.41,2962.42
2026-09-03T02:38:00Z,gpu-nodes-3,ib_rail_rx,GB/s,472,0.0,1.14774e-07,9.94511e-07,2.01188e-06
2026-09-03T02:38:00Z,gpu-nodes-3,ib_rail_tx,GB/s,472,0.0,1.12264e-07,9.94511e-07,2.01188e-06
2026-09-03T02:38:00Z,gpu-nodes-3,lustre_client_read,GB/s,60,3.72889e-07,0.00474584,0.0240346,0.163003
2026-09-03T02:38:00Z,gpu-nodes-3,lustre_client_write,GB/s,60,4.0427e-05,0.000401469,0.000407728,0.000774882
2026-09-03T02:38:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,472,0.0,0.0,0.0,0.0
2026-09-03T02:38:00Z,gpu-nodes-3,shared_storage_available,TiB,59,1.33119,1.33126,1.33131,1.33132
2026-09-03T02:39:00Z,gpu-nodes-0,gpu_hbm_used,GiB,480,0.721069,0.721069,0.721069,0.721069
2026-09-03T02:39:00Z,gpu-nodes-0,gpu_power,W,480,186.499,191.441,195.338,195.402
2026-09-03T02:39:00Z,gpu-nodes-0,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:39:00Z,gpu-nodes-0,host_cpu_busy,%,60,0.608942,1.23887,2.36897,3.09202
2026-09-03T02:39:00Z,gpu-nodes-0,host_memory_available,GiB,60,2939.08,2939.16,2939.2,2939.22
2026-09-03T02:39:00Z,gpu-nodes-0,ib_rail_rx,GB/s,480,0.0,3.00009e-08,0.0,8.64938e-07
2026-09-03T02:39:00Z,gpu-nodes-0,ib_rail_tx,GB/s,480,0.0,3.00009e-08,0.0,8.64938e-07
2026-09-03T02:39:00Z,gpu-nodes-0,lustre_client_read,GB/s,60,0.000180373,0.000181453,0.000183625,0.000208785
2026-09-03T02:39:00Z,gpu-nodes-0,lustre_client_write,GB/s,60,0.000424334,0.000428466,0.000439936,0.00044069
2026-09-03T02:39:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:39:00Z,gpu-nodes-0,shared_storage_available,TiB,60,1.3311,1.33115,1.33119,1.33119
2026-09-03T02:39:00Z,gpu-nodes-1,gpu_hbm_used,GiB,472,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:39:00Z,gpu-nodes-1,gpu_power,W,472,183.652,188.99,196.065,196.284
2026-09-03T02:39:00Z,gpu-nodes-1,gpu_utilization,%,472,0,0,0.0,0
2026-09-03T02:39:00Z,gpu-nodes-1,host_cpu_busy,%,59,0.551535,0.725265,1.10728,1.20387
2026-09-03T02:39:00Z,gpu-nodes-1,host_memory_available,GiB,59,2919.02,2919.08,2919.16,2919.16
2026-09-03T02:39:00Z,gpu-nodes-1,ib_rail_rx,GB/s,472,0.0,3.11192e-08,0.0,8.64183e-07
2026-09-03T02:39:00Z,gpu-nodes-1,ib_rail_tx,GB/s,472,0.0,3.11192e-08,0.0,8.64183e-07
2026-09-03T02:39:00Z,gpu-nodes-1,lustre_client_read,GB/s,60,3.71913e-07,3.73654e-07,3.73974e-07,3.7398e-07
2026-09-03T02:39:00Z,gpu-nodes-1,lustre_client_write,GB/s,60,5.72336e-05,0.000424775,0.000440738,0.000792376
2026-09-03T02:39:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,472,0.0,0.0,0.0,0.0
2026-09-03T02:39:00Z,gpu-nodes-1,shared_storage_available,TiB,59,1.3311,1.33115,1.33119,1.33119
2026-09-03T02:39:00Z,gpu-nodes-2,gpu_hbm_used,GiB,464,0.717529,0.720946,0.721191,0.721191
2026-09-03T02:39:00Z,gpu-nodes-2,gpu_power,W,464,187.939,192.464,197.426,197.673
2026-09-03T02:39:00Z,gpu-nodes-2,gpu_utilization,%,464,0,0,0.0,0
2026-09-03T02:39:00Z,gpu-nodes-2,host_cpu_busy,%,58,0.713118,1.45514,3.26367,4.17664
2026-09-03T02:39:00Z,gpu-nodes-2,host_memory_available,GiB,58,2962.93,2966.01,2967.34,2967.39
2026-09-03T02:39:00Z,gpu-nodes-2,ib_rail_rx,GB/s,464,0.0,3.04776e-08,0.0,8.6459e-07
2026-09-03T02:39:00Z,gpu-nodes-2,ib_rail_tx,GB/s,464,0.0,3.04776e-08,0.0,8.6459e-07
2026-09-03T02:39:00Z,gpu-nodes-2,lustre_client_read,GB/s,60,3.71933e-07,0.0724981,0.23406,0.439504
2026-09-03T02:39:00Z,gpu-nodes-2,lustre_client_write,GB/s,60,3.22232e-05,0.000390668,0.000396847,0.000761391
2026-09-03T02:39:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,464,0.0,0.0,0.0,0.0
2026-09-03T02:39:00Z,gpu-nodes-2,shared_storage_available,TiB,58,1.3311,1.33115,1.33119,1.33119
2026-09-03T02:39:00Z,gpu-nodes-3,gpu_hbm_used,GiB,464,0.717529,0.720972,0.721191,0.721191
2026-09-03T02:39:00Z,gpu-nodes-3,gpu_power,W,464,193.813,196.112,199.288,203.716
2026-09-03T02:39:00Z,gpu-nodes-3,gpu_utilization,%,464,0,0,0.0,0
2026-09-03T02:39:00Z,gpu-nodes-3,host_cpu_busy,%,58,0.737438,1.47336,3.52529,4.18975
2026-09-03T02:39:00Z,gpu-nodes-3,host_memory_available,GiB,58,2956.9,2960.35,2961.59,2961.66
2026-09-03T02:39:00Z,gpu-nodes-3,ib_rail_rx,GB/s,464,0.0,3.10332e-08,0.0,8.65331e-07
2026-09-03T02:39:00Z,gpu-nodes-3,ib_rail_tx,GB/s,464,0.0,3.10332e-08,0.0,8.65331e-07
2026-09-03T02:39:00Z,gpu-nodes-3,lustre_client_read,GB/s,60,3.72975e-07,0.069124,0.217265,0.518262
2026-09-03T02:39:00Z,gpu-nodes-3,lustre_client_write,GB/s,60,4.03048e-05,0.000395367,0.000774086,0.000774926
2026-09-03T02:39:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,464,0.0,0.0,0.0,0.0
2026-09-03T02:39:00Z,gpu-nodes-3,shared_storage_available,TiB,58,1.3311,1.33115,1.33119,1.33119
2026-09-03T02:40:00Z,gpu-nodes-0,gpu_hbm_used,GiB,480,0.721069,0.721069,0.721069,0.721069
2026-09-03T02:40:00Z,gpu-nodes-0,gpu_power,W,480,186.418,191.417,195.338,195.384
2026-09-03T02:40:00Z,gpu-nodes-0,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:40:00Z,gpu-nodes-0,host_cpu_busy,%,60,0.607081,1.2103,2.52691,2.69676
2026-09-03T02:40:00Z,gpu-nodes-0,host_memory_available,GiB,60,2939.09,2939.14,2939.17,2939.19
2026-09-03T02:40:00Z,gpu-nodes-0,ib_rail_rx,GB/s,480,0.0,2.59422e-08,2.95545e-07,8.63851e-07
2026-09-03T02:40:00Z,gpu-nodes-0,ib_rail_tx,GB/s,480,0.0,2.10097e-08,0.0,8.63851e-07
2026-09-03T02:40:00Z,gpu-nodes-0,lustre_client_read,GB/s,60,0.00018036,0.000286803,0.000183626,0.00646234
2026-09-03T02:40:00Z,gpu-nodes-0,lustre_client_write,GB/s,60,5.75191e-05,0.000429011,0.00044194,0.000815533
2026-09-03T02:40:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:40:00Z,gpu-nodes-0,shared_storage_available,TiB,60,1.33101,1.33106,1.3311,1.3311
2026-09-03T02:40:00Z,gpu-nodes-1,gpu_hbm_used,GiB,480,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:40:00Z,gpu-nodes-1,gpu_power,W,480,183.628,188.986,196.05,196.184
2026-09-03T02:40:00Z,gpu-nodes-1,gpu_utilization,%,480,0,0,0.0,0
2026-09-03T02:40:00Z,gpu-nodes-1,host_cpu_busy,%,60,0.587383,3.28318,9.56674,9.70798
2026-09-03T02:40:00Z,gpu-nodes-1,host_memory_available,GiB,60,2918.99,2920.57,2926.88,2928.36
2026-09-03T02:40:00Z,gpu-nodes-1,ib_rail_rx,GB/s,480,0.0,2.4135e-08,1.47926e-08,5.76836e-07
2026-09-03T02:40:00Z,gpu-nodes-1,ib_rail_tx,GB/s,480,0.0,1.92007e-08,0.0,5.76836e-07
2026-09-03T02:40:00Z,gpu-nodes-1,lustre_client_read,GB/s,60,3.70967e-07,3.73728e-07,3.73976e-07,3.73978e-07
2026-09-03T02:40:00Z,gpu-nodes-1,lustre_client_write,GB/s,60,5.74075e-05,0.000418674,0.000424924,0.000792076
2026-09-03T02:40:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,480,0.0,0.0,0.0,0.0
2026-09-03T02:40:00Z,gpu-nodes-1,shared_storage_available,TiB,60,1.33101,1.33106,1.3311,1.3311
2026-09-03T02:40:00Z,gpu-nodes-2,gpu_hbm_used,GiB,480,0.721191,16.6395,134.994,137.867
2026-09-03T02:40:00Z,gpu-nodes-2,gpu_power,W,480,187.929,233.524,251.116,260.219
2026-09-03T02:40:00Z,gpu-nodes-2,gpu_utilization,%,480,0,0.70625,2.0,70
2026-09-03T02:40:00Z,gpu-nodes-2,host_cpu_busy,%,60,0.875547,2.75364,4.07379,4.21734
2026-09-03T02:40:00Z,gpu-nodes-2,host_memory_available,GiB,60,2940.73,2952.99,2963.43,2964.13
2026-09-03T02:40:00Z,gpu-nodes-2,ib_rail_rx,GB/s,480,0.0,2.41283e-08,1.47925e-08,5.76672e-07
2026-09-03T02:40:00Z,gpu-nodes-2,ib_rail_tx,GB/s,480,0.0,1.91955e-08,0.0,5.76672e-07
2026-09-03T02:40:00Z,gpu-nodes-2,lustre_client_read,GB/s,60,3.72918e-07,0.0543997,0.222805,0.302938
2026-09-03T02:40:00Z,gpu-nodes-2,lustre_client_write,GB/s,60,3.22236e-05,0.000419539,0.000606975,0.0010621
2026-09-03T02:40:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,480,0.0,1.15183e-07,0.0,8.19072e-06
2026-09-03T02:40:00Z,gpu-nodes-2,shared_storage_available,TiB,60,1.33101,1.33106,1.3311,1.3311
2026-09-03T02:40:00Z,gpu-nodes-3,gpu_hbm_used,GiB,480,0.721191,19.6152,137.511,138.117
2026-09-03T02:40:00Z,gpu-nodes-3,gpu_power,W,480,193.801,244.472,262.926,318.715
2026-09-03T02:40:00Z,gpu-nodes-3,gpu_utilization,%,480,0,1.3875,2.0,86
2026-09-03T02:40:00Z,gpu-nodes-3,host_cpu_busy,%,60,0.91258,2.75313,3.95194,4.14421
2026-09-03T02:40:00Z,gpu-nodes-3,host_memory_available,GiB,60,2934.23,2947.45,2958.03,2958.45
2026-09-03T02:40:00Z,gpu-nodes-3,ib_rail_rx,GB/s,480,0.0,2.53153e-08,1.47954e-07,8.63966e-07
2026-09-03T02:40:00Z,gpu-nodes-3,ib_rail_tx,GB/s,480,0.0,2.1616e-08,0.0,8.63966e-07
2026-09-03T02:40:00Z,gpu-nodes-3,lustre_client_read,GB/s,60,3.72908e-07,0.0596355,0.280217,0.403398
2026-09-03T02:40:00Z,gpu-nodes-3,lustre_client_write,GB/s,60,0.000406747,0.000430433,0.000419194,0.00108306
2026-09-03T02:40:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,480,0.0,1.30124e-07,0.0,9.21535e-06
2026-09-03T02:40:00Z,gpu-nodes-3,shared_storage_available,TiB,60,1.33101,1.33106,1.3311,1.3311
2026-09-03T02:41:00Z,gpu-nodes-0,gpu_hbm_used,GiB,112,0.721069,0.721069,0.721069,0.721069
2026-09-03T02:41:00Z,gpu-nodes-0,gpu_power,W,112,186.497,191.38,195.325,195.351
2026-09-03T02:41:00Z,gpu-nodes-0,gpu_utilization,%,112,0,0,0.0,0
2026-09-03T02:41:00Z,gpu-nodes-0,host_cpu_busy,%,14,0.630381,1.41217,2.4788,2.63351
2026-09-03T02:41:00Z,gpu-nodes-0,host_memory_available,GiB,14,2939.08,2939.12,2939.15,2939.15
2026-09-03T02:41:00Z,gpu-nodes-0,ib_rail_rx,GB/s,112,0.0,4.11272e-08,2.88012e-07,2.88261e-07
2026-09-03T02:41:00Z,gpu-nodes-0,ib_rail_tx,GB/s,112,0.0,4.11272e-08,2.88012e-07,2.88261e-07
2026-09-03T02:41:00Z,gpu-nodes-0,lustre_client_read,GB/s,25,0.000180354,0.0130693,0.0563164,0.066431
2026-09-03T02:41:00Z,gpu-nodes-0,lustre_client_write,GB/s,25,0.000424357,0.000428898,0.000443277,0.000451595
2026-09-03T02:41:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,152,0.0,0.0,0.0,0.0
2026-09-03T02:41:00Z,gpu-nodes-0,shared_storage_available,TiB,15,1.33099,1.331,1.33101,1.33101
2026-09-03T02:41:00Z,gpu-nodes-1,gpu_hbm_used,GiB,128,0.717468,0.717468,0.717468,0.717468
2026-09-03T02:41:00Z,gpu-nodes-1,gpu_power,W,128,183.674,188.967,196.115,196.302
